sample_id,user,label,timestamp,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,user_01,left,7.5519,0.7305553555488586,0.9430682063102722,-5.911378764267283e-08,0.689269483089447,0.9116781949996948,-0.021693266928195953,0.6614404320716858,0.8576303124427795,-0.0350959450006485,0.6724251508712769,0.7933061122894287,-0.048072196543216705,0.6962056756019592,0.7513877153396606,-0.060243409126996994,0.663663923740387,0.7292635440826416,-0.017300568521022797,0.6427127718925476,0.6415194869041443,-0.03488439694046974,0.6308854818344116,0.5918631553649902,-0.04619567468762398,0.6220294237136841,0.545016884803772,-0.05530553311109543,0.6980242133140564,0.7231704592704773,-0.019943302497267723,0.6966097354888916,0.6448333859443665,-0.04820346459746361,0.7000059485435486,0.7175184488296509,-0.05430476367473602,0.7013999819755554,0.768079400062561,-0.05137708783149719,0.7298591136932373,0.7369415163993835,-0.02550038881599903,0.7319214344024658,0.6779983043670654,-0.05270235240459442,0.7276261448860168,0.7539728283882141,-0.045852623879909515,0.7249837517738342,0.8015374541282654,-0.03384675458073616,0.7573875784873962,0.767920196056366,-0.033222705125808716,0.7574818134307861,0.7200050950050354,-0.05071767792105675,0.7497299909591675,0.7731285095214844,-0.044199664145708084,0.7452125549316406,0.8109992146492004,-0.03526432067155838
1,user_01,left,8.0209,0.7123537659645081,0.9206154346466064,-7.793770606667749e-08,0.6707890629768372,0.8968085646629333,-0.02051401510834694,0.6390556693077087,0.8449126482009888,-0.032898809760808945,0.6468368768692017,0.7792496085166931,-0.04513922706246376,0.6700471639633179,0.7343227863311768,-0.05658600479364395,0.6408501267433167,0.7176880240440369,-0.014474818482995033,0.6165400743484497,0.6366218328475952,-0.030958395451307297,0.6021064519882202,0.5903497934341431,-0.04106419160962105,0.591728687286377,0.545824408531189,-0.049280695617198944,0.6738414168357849,0.7075502276420593,-0.017519719898700714,0.669762372970581,0.6300739049911499,-0.0461454764008522,0.6745062470436096,0.7035848498344421,-0.05217684432864189,0.6790500283241272,0.7559537291526794,-0.04851600527763367,0.7054464221000671,0.7171624898910522,-0.023468274623155594,0.7041193842887878,0.6573526263237,-0.05149734765291214,0.701174795627594,0.7342780232429504,-0.04487835615873337,0.7016280889511108,0.7815834879875183,-0.0323454886674881,0.7344763278961182,0.7433096170425415,-0.03135658800601959,0.7311103343963623,0.6940292119979858,-0.04921054095029831,0.7243910431861877,0.7477585077285767,-0.04277665913105011,0.7224645614624023,0.7863024473190308,-0.033566199243068695
2,user_01,left,8.0822,0.7108222246170044,0.9189364910125732,-8.877445623056701e-08,0.6692391633987427,0.8970817923545837,-0.019969947636127472,0.6370396018028259,0.8423101902008057,-0.03136562928557396,0.6450050473213196,0.775895357131958,-0.04266919568181038,0.6662428975105286,0.7298297882080078,-0.053346142172813416,0.6390077471733093,0.7197566032409668,-0.013790708966553211,0.6134645342826843,0.6421008110046387,-0.030558643862605095,0.5977585911750793,0.5963180661201477,-0.040777537971735,0.5865370631217957,0.5523198843002319,-0.048973698168992996,0.6715641617774963,0.7077167630195618,-0.017132356762886047,0.6671842932701111,0.6273740530014038,-0.04608554020524025,0.6716062426567078,0.6992472410202026,-0.052456654608249664,0.6761480569839478,0.7521674633026123,-0.04870675504207611,0.7030797004699707,0.7159974575042725,-0.023368574678897858,0.7019007205963135,0.6554231643676758,-0.05228438973426819,0.6988869309425354,0.7317886352539062,-0.04643712565302849,0.6994261145591736,0.7787961363792419,-0.03407588228583336,0.7324984073638916,0.7412790656089783,-0.03140247240662575,0.7291384935379028,0.693264901638031,-0.0498695932328701,0.7226701974868774,0.7466346025466919,-0.043813955038785934,0.7211606502532959,0.7847762107849121,-0.034708280116319656
3,user_01,left,8.1816,0.7092193961143494,0.9155207872390747,-8.714785337815556e-08,0.6673184633255005,0.8952599763870239,-0.019237177446484566,0.6345840096473694,0.8402966260910034,-0.03003701940178871,0.6422322392463684,0.7739259004592896,-0.040807705372571945,0.6621700525283813,0.7258468270301819,-0.05098050460219383,0.6363946199417114,0.7197267413139343,-0.01319028064608574,0.6096062064170837,0.6444222927093506,-0.02949097566306591,0.5925670862197876,0.5994494557380676,-0.039381299167871475,0.5805103778839111,0.5562103986740112,-0.04753371700644493,0.6685188412666321,0.7063016295433044,-0.01687018759548664,0.6645841598510742,0.6243904829025269,-0.044943857938051224,0.6688259243965149,0.696958601474762,-0.05094972997903824,0.6732801198959351,0.7492150068283081,-0.04717576131224632,0.6997957229614258,0.7138423919677734,-0.02339722402393818,0.6990149021148682,0.6501748561859131,-0.0514598973095417,0.6958585381507874,0.7265016436576843,-0.045339349657297134,0.6966713666915894,0.7733513116836548,-0.03317943215370178,0.7295302152633667,0.7394520044326782,-0.03170746937394142,0.7266676425933838,0.6904609203338623,-0.050195321440696716,0.7195451855659485,0.7434315085411072,-0.04442692920565605,0.7174900770187378,0.781748354434967,-0.03570466488599777
4,user_01,left,8.2385,0.7072659730911255,0.9129592180252075,-8.525848471663267e-08,0.6653779149055481,0.8928068280220032,-0.019446292892098427,0.6331884860992432,0.8366022706031799,-0.030230293050408363,0.6413938999176025,0.7696173787117004,-0.040863972157239914,0.6604725122451782,0.719433605670929,-0.05090927332639694,0.6349533200263977,0.7189209461212158,-0.013706177473068237,0.6079998016357422,0.6442548036575317,-0.030351413413882256,0.5906682014465332,0.5999854207038879,-0.04026075080037117,0.5784673094749451,0.5571725368499756,-0.04827731475234032,0.6672683954238892,0.7054989337921143,-0.017421120777726173,0.6632781028747559,0.6222943067550659,-0.04589749500155449,0.6673830151557922,0.695163905620575,-0.05175328999757767,0.6718736886978149,0.7485471963882446,-0.047547463327646255,0.6987441182136536,0.713489830493927,-0.02403237484395504,0.69741290807724,0.6490254998207092,-0.05253974348306656,0.6943951845169067,0.725695788860321,-0.046265773475170135,0.6954054832458496,0.7720674872398376,-0.03372974693775177,0.7288036346435547,0.7392551302909851,-0.032383985817432404,0.7254743576049805,0.6886886954307556,-0.051067471504211426,0.7184975743293762,0.7414708733558655,-0.0449814610183239,0.7165196537971497,0.7789559364318848,-0.035870663821697235
5,user_01,left,8.3377,0.7054924964904785,0.9096341133117676,-7.989361705540432e-08,0.6634278893470764,0.8897507190704346,-0.019440453499555588,0.6308929920196533,0.832525908946991,-0.030070077627897263,0.6385850310325623,0.7639482617378235,-0.0404430590569973,0.6568357944488525,0.7120709419250488,-0.050152357667684555,0.6326066255569458,0.7199314832687378,-0.013876521028578281,0.6048210859298706,0.645963728427887,-0.03077196702361107,0.5866408944129944,0.6022264361381531,-0.040886133909225464,0.5737618207931519,0.5597409009933472,-0.049041640013456345,0.6642477512359619,0.7052867412567139,-0.017522457987070084,0.6597869396209717,0.6195983290672302,-0.04654043912887573,0.6641740798950195,0.6916337609291077,-0.05265331640839577,0.6689858436584473,0.7459443807601929,-0.04840317741036415,0.6951152086257935,0.7118406295776367,-0.02400617115199566,0.6939109563827515,0.646389365196228,-0.0524149052798748,0.6911367177963257,0.7224707007408142,-0.046046819537878036,0.6920647025108337,0.7692393660545349,-0.03344210237264633,0.7249758243560791,0.7360242605209351,-0.032283417880535126,0.7220942974090576,0.6860048174858093,-0.050804704427719116,0.7154492735862732,0.7384193539619446,-0.044760361313819885,0.7133392095565796,0.7759333252906799,-0.03570123389363289
6,user_01,left,8.4035,0.7046592831611633,0.9086517691612244,-7.591032158416056e-08,0.6622127294540405,0.8888152837753296,-0.019513556733727455,0.6297318935394287,0.8317719101905823,-0.030233338475227356,0.6374649405479431,0.7635831832885742,-0.04069560393691063,0.6553720235824585,0.7110337615013123,-0.05048269405961037,0.6312929391860962,0.7214953899383545,-0.013838655315339565,0.6030181050300598,0.6477993130683899,-0.03119443729519844,0.5841299295425415,0.6044883728027344,-0.04174225032329559,0.5708010196685791,0.5624886751174927,-0.05009199306368828,0.6629887223243713,0.7060494422912598,-0.017602289095520973,0.658413827419281,0.6187821626663208,-0.047405220568180084,0.6626845598220825,0.6905524730682373,-0.054073844105005264,0.6677075028419495,0.7453741431236267,-0.049920979887247086,0.6938809156417847,0.7115526795387268,-0.024196438491344452,0.6920925378799438,0.6445351839065552,-0.05293985456228256,0.6895027160644531,0.7204654216766357,-0.04654844105243683,0.6907703280448914,0.7675735950469971,-0.03372935950756073,0.7239446640014648,0.7347075939178467,-0.032611388713121414,0.7207101583480835,0.6833652853965759,-0.05113187059760094,0.7140670418739319,0.7357326149940491,-0.04478463530540466,0.71205735206604,0.7737225890159607,-0.03539549186825752
7,user_01,left,8.5023,0.7038406729698181,0.9093126654624939,-7.07487188833511e-08,0.6614866852760315,0.8897222280502319,-0.01991412416100502,0.6296496987342834,0.8330985903739929,-0.030958306044340134,0.636910617351532,0.7649725675582886,-0.04162854328751564,0.6545215249061584,0.7121627926826477,-0.05156216025352478,0.6303096413612366,0.7225945591926575,-0.01501266099512577,0.6013237237930298,0.6478961706161499,-0.032451383769512177,0.5823510885238647,0.6043757200241089,-0.04293425753712654,0.5691166520118713,0.5622420907020569,-0.0512145534157753,0.6622076034545898,0.7072534561157227,-0.018646061420440674,0.6581121683120728,0.6182721853256226,-0.04825543984770775,0.6621965169906616,0.6902985572814941,-0.054725032299757004,0.6667633652687073,0.7453598380088806,-0.050523918122053146,0.6931904554367065,0.7131833434104919,-0.02510192058980465,0.691885232925415,0.6453599333763123,-0.053536899387836456,0.6889399290084839,0.7203922271728516,-0.04735834151506424,0.6900205016136169,0.7671607732772827,-0.03483307361602783,0.7230066657066345,0.7370715141296387,-0.033402495086193085,0.7205981016159058,0.6847912669181824,-0.05170413851737976,0.7136390209197998,0.7359631061553955,-0.045593008399009705,0.711410641670227,0.7737807035446167,-0.03648712858557701
8,user_01,left,8.5703,0.7034836411476135,0.9095219373703003,-6.436454924596546e-08,0.6611470580101013,0.8892321586608887,-0.019855597987771034,0.6296049952507019,0.8331660032272339,-0.030911272391676903,0.6371045112609863,0.7652246952056885,-0.0415613017976284,0.6548973321914673,0.7129764556884766,-0.051529720425605774,0.6305429339408875,0.7226099967956543,-0.015248634852468967,0.6019447445869446,0.6470618844032288,-0.032504428178071976,0.5834770202636719,0.6028921604156494,-0.04302891343832016,0.5706711411476135,0.5602452754974365,-0.05148651823401451,0.6623049974441528,0.7073318362236023,-0.01887885294854641,0.6581532955169678,0.6180245876312256,-0.04805605858564377,0.6619908809661865,0.6888948678970337,-0.054703641682863235,0.6663055419921875,0.7426929473876953,-0.05099392682313919,0.693141758441925,0.7133961319923401,-0.025258934125304222,0.6919878721237183,0.6448773145675659,-0.05331898853182793,0.688637375831604,0.7196216583251953,-0.047283247113227844,0.6893905401229858,0.7663402557373047,-0.035182803869247437,0.7228317856788635,0.7376320958137512,-0.03348802030086517,0.7203419208526611,0.6857845783233643,-0.05175033211708069,0.7132994532585144,0.7370546460151672,-0.045871175825595856,0.711041271686554,0.7746138572692871,-0.03711099177598953
9,user_01,left,8.6691,0.7034523487091064,0.9063849449157715,-7.140452140674824e-08,0.6620036363601685,0.8860388994216919,-0.019813435152173042,0.6302585005760193,0.8298673629760742,-0.03106590360403061,0.6378579139709473,0.7622802257537842,-0.042034633457660675,0.6566402316093445,0.7089349031448364,-0.05234344303607941,0.6320669651031494,0.7175247669219971,-0.014380933716893196,0.6044827103614807,0.6431093811988831,-0.03139109164476395,0.5866236090660095,0.598106861114502,-0.041417255997657776,0.5747925639152527,0.5552812218666077,-0.04935222119092941,0.6639478206634521,0.7030898332595825,-0.01818223111331463,0.6598633527755737,0.6155691742897034,-0.04721015691757202,0.6625826954841614,0.6877887845039368,-0.053356368094682693,0.6666378974914551,0.7431424260139465,-0.04893624410033226,0.6950360536575317,0.7100986242294312,-0.024835608899593353,0.6931894421577454,0.6425104737281799,-0.05339798331260681,0.6894826889038086,0.7184026837348938,-0.04708424210548401,0.690494179725647,0.7652410864830017,-0.034331463277339935,0.7248928546905518,0.735318124294281,-0.03326970711350441,0.7214510440826416,0.6836073994636536,-0.05180376395583153,0.7142454981803894,0.7357220649719238,-0.04551219567656517,0.712368905544281,0.7736881375312805,-0.036161553114652634
10,user_01,left,8.7364,0.7044052481651306,0.903985321521759,-7.187987449697175e-08,0.6632246375083923,0.8835976123809814,-0.020018339157104492,0.6317053437232971,0.827131986618042,-0.03143534064292908,0.6400551795959473,0.7592517733573914,-0.0425841361284256,0.6582842469215393,0.7053678631782532,-0.05310077592730522,0.6331883072853088,0.7127691507339478,-0.014552283100783825,0.606696367263794,0.6375806927680969,-0.03195996582508087,0.5895971059799194,0.592369794845581,-0.04208199679851532,0.5782591104507446,0.549048662185669,-0.049963947385549545,0.665169894695282,0.6989065408706665,-0.01831725239753723,0.66182541847229,0.6124157309532166,-0.04751213639974594,0.6644089818000793,0.6858863234519958,-0.05335032567381859,0.6682742238044739,0.740496814250946,-0.048693906515836716,0.6964578032493591,0.7066519260406494,-0.025011947378516197,0.6950184106826782,0.639893114566803,-0.05410010367631912,0.6912025809288025,0.7177136540412903,-0.047194741666316986,0.6921036243438721,0.7641648054122925,-0.03389807790517807,0.7265132665634155,0.7326206564903259,-0.03347066789865494,0.7229475975036621,0.6804009079933167,-0.05248924344778061,0.7156966328620911,0.7338680028915405,-0.04572127386927605,0.7137492895126343,0.7715615630149841,-0.035853445529937744
