sample_id,user,label,timestamp,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,user_02,takeoff,79.8396,0.642978310585022,0.6395479440689087,-2.730639039327798e-07,0.6137282848358154,0.5230007767677307,0.014069639146327972,0.5711290240287781,0.4147290289402008,0.00874658115208149,0.545651376247406,0.3224201500415802,0.0003655203909147531,0.5499056577682495,0.24719631671905518,-0.009787707589566708,0.5208929181098938,0.41347238421440125,-0.02234298177063465,0.4490521252155304,0.4645809829235077,-0.02811288833618164,0.47112634778022766,0.4961620569229126,-0.025868009775877,0.4960927367210388,0.48882192373275757,-0.024127209559082985,0.5173624157905579,0.48487383127212524,-0.03647148609161377,0.4502505362033844,0.5279737710952759,-0.03797445073723793,0.47262829542160034,0.5526085495948792,-0.027982959523797035,0.4989314377307892,0.5461401343345642,-0.02403322048485279,0.5167392492294312,0.5643424391746521,-0.04734703153371811,0.45697301626205444,0.5918364524841309,-0.04574267193675041,0.4798887073993683,0.613140344619751,-0.028064144775271416,0.50507652759552,0.609081506729126,-0.02005513198673725,0.5188467502593994,0.6465070247650146,-0.056935470551252365,0.46859508752822876,0.6528680920600891,-0.054505832493305206,0.4910697937011719,0.6667709350585938,-0.038895342499017715,0.5136058926582336,0.6659220457077026,-0.028273100033402443
1,user_02,takeoff,80.2931,0.645513653755188,0.6414767503738403,-2.599012418613711e-07,0.6158213019371033,0.5248486399650574,0.014446379616856575,0.5716338157653809,0.41640806198120117,0.008721956983208656,0.5445175766944885,0.3239784240722656,0.00013467158714774996,0.5501471161842346,0.24663156270980835,-0.010364698246121407,0.5217384099960327,0.41823163628578186,-0.02488832175731659,0.4496682584285736,0.46804580092430115,-0.02902960777282715,0.4721643328666687,0.499491810798645,-0.02484380267560482,0.49717119336128235,0.4923743009567261,-0.022033892571926117,0.5185731053352356,0.49081557989120483,-0.038921572268009186,0.4511010944843292,0.5324539542198181,-0.0384296216070652,0.4739742875099182,0.5567739009857178,-0.02655762992799282,0.500433087348938,0.5503483414649963,-0.021837441250681877,0.5184535980224609,0.5716086030006409,-0.04932845011353493,0.45815303921699524,0.5964328050613403,-0.04549795389175415,0.4821118712425232,0.6166399717330933,-0.02665521577000618,0.5078309774398804,0.6131793856620789,-0.018669642508029938,0.5212869644165039,0.654513955116272,-0.05841079354286194,0.47279122471809387,0.6590067148208618,-0.054202307015657425,0.4961201846599579,0.6706950664520264,-0.037884995341300964,0.518433690071106,0.6696919202804565,-0.02737186849117279
2,user_02,takeoff,80.3906,0.6448265910148621,0.6418192386627197,-2.6334902258895454e-07,0.6152912974357605,0.5250182151794434,0.013963201083242893,0.5714164972305298,0.41670432686805725,0.008158226497471333,0.5445427298545837,0.3241477608680725,-0.00042851315811276436,0.549706220626831,0.2472916543483734,-0.01100292056798935,0.5211406350135803,0.4184700548648834,-0.025347186252474785,0.44902303814888,0.46721500158309937,-0.029463443905115128,0.47075486183166504,0.49992814660072327,-0.025272537022829056,0.49588704109191895,0.49433258175849915,-0.02249835804104805,0.517519474029541,0.4907979667186737,-0.039261650294065475,0.4500105381011963,0.5314353108406067,-0.03886546194553375,0.47230324149131775,0.5569664239883423,-0.027280228212475777,0.4989584684371948,0.5517199635505676,-0.02277321182191372,0.5171800255775452,0.5716067552566528,-0.049546483904123306,0.45655328035354614,0.5956540107727051,-0.04628869891166687,0.4802968204021454,0.6172589659690857,-0.027708513662219048,0.5061575770378113,0.614700436592102,-0.01977452076971531,0.5199117064476013,0.6549010276794434,-0.05848054587841034,0.47024184465408325,0.6587885022163391,-0.055116206407547,0.49375027418136597,0.6720345616340637,-0.03894544020295143,0.5164023637771606,0.6718766689300537,-0.028381431475281715
3,user_02,takeoff,80.4565,0.6437103152275085,0.6412138938903809,-2.5881644205583143e-07,0.614426851272583,0.5246614813804626,0.013029632158577442,0.5704449415206909,0.41609853506088257,0.007022814359515905,0.5436676144599915,0.3235202729701996,-0.0017161135328933597,0.5493687391281128,0.2466205358505249,-0.01240373495966196,0.5201630592346191,0.41878655552864075,-0.02493749000132084,0.44797831773757935,0.4672214388847351,-0.029853710904717445,0.4693731367588043,0.49984219670295715,-0.026387901976704597,0.4944782853126526,0.4945491552352905,-0.02401619404554367,0.5163285732269287,0.49101170897483826,-0.03857548534870148,0.4484873414039612,0.5313243865966797,-0.0393303744494915,0.47105923295021057,0.5567225217819214,-0.0284185241907835,0.497912734746933,0.5510121583938599,-0.024023381993174553,0.5158363580703735,0.5713918805122375,-0.04880329594016075,0.4547535479068756,0.595346212387085,-0.046815283596515656,0.47905299067497253,0.6166553497314453,-0.028648817911744118,0.5051697492599487,0.6133471131324768,-0.020583095028996468,0.518508791923523,0.6540257334709167,-0.05776253342628479,0.46929705142974854,0.6589194536209106,-0.055445242673158646,0.493719220161438,0.6720384955406189,-0.03968743979930878,0.5167863368988037,0.6708503365516663,-0.029183970764279366
4,user_02,takeoff,80.5563,0.6357368230819702,0.6453291773796082,-2.2799393661898648e-07,0.609229564666748,0.5261163711547852,0.012072884477674961,0.5685287117958069,0.41559168696403503,0.006095058284699917,0.5442082285881042,0.32210874557495117,-0.002512877807021141,0.5508713722229004,0.24626487493515015,-0.013004648499190807,0.5141496658325195,0.4170233905315399,-0.02353101409971714,0.4439554214477539,0.4615373909473419,-0.026698628440499306,0.4636704623699188,0.49590232968330383,-0.022401288151741028,0.48814859986305237,0.49309229850769043,-0.0197402723133564,0.5080299973487854,0.49019402265548706,-0.03643687441945076,0.4440968930721283,0.5282688140869141,-0.03544716164469719,0.4657503068447113,0.5561093091964722,-0.024563847109675407,0.4922346770763397,0.5527924299240112,-0.020425528287887573,0.5052163600921631,0.5723781585693359,-0.045999422669410706,0.4500276446342468,0.5967888236045837,-0.042117640376091,0.47270625829696655,0.619627833366394,-0.024728093296289444,0.49809369444847107,0.6179132461547852,-0.017713114619255066,0.5054424405097961,0.6562314033508301,-0.05448545888066292,0.4589621126651764,0.6622357964515686,-0.050719935446977615,0.48186078667640686,0.6783561706542969,-0.03519924357533455,0.5042614936828613,0.6790571808815002,-0.025159088894724846
5,user_02,takeoff,80.6247,0.6246042847633362,0.6426998376846313,-1.8754093389361515e-07,0.5993748307228088,0.522629976272583,0.009921779856085777,0.5614235401153564,0.41245952248573303,0.0033514529932290316,0.5374650359153748,0.3187331259250641,-0.00537768192589283,0.5448660254478455,0.24223902821540833,-0.0156656876206398,0.5030798316001892,0.415779709815979,-0.022817131131887436,0.43538546562194824,0.45700275897979736,-0.024409113451838493,0.45684298872947693,0.48898670077323914,-0.019931301474571228,0.48141351342201233,0.48402926325798035,-0.01739104837179184,0.4944092035293579,0.4905884265899658,-0.03391764685511589,0.435266375541687,0.5236861705780029,-0.03107345476746559,0.45729365944862366,0.5510146617889404,-0.02044474519789219,0.4841946065425873,0.5483838319778442,-0.016459815204143524,0.49011942744255066,0.5737454891204834,-0.04174946993589401,0.4396696388721466,0.5934942364692688,-0.03648046776652336,0.4624941647052765,0.6177517175674438,-0.020052336156368256,0.48837441205978394,0.6172593832015991,-0.013614335097372532,0.48951685428619385,0.657691478729248,-0.048697639256715775,0.447251558303833,0.6582351326942444,-0.04373889043927193,0.4711313247680664,0.6766234636306763,-0.028286458924412727,0.49453824758529663,0.6794995069503784,-0.01814265176653862
6,user_02,takeoff,80.7242,0.61237633228302,0.6485328078269958,-1.9141765505992225e-07,0.5889158248901367,0.5255173444747925,0.012068206444382668,0.5522574782371521,0.41274315118789673,0.006553111597895622,0.527083694934845,0.31660526990890503,-0.0006815947708673775,0.5340715050697327,0.23846063017845154,-0.009933384135365486,0.48707452416419983,0.4152258038520813,-0.02093861810863018,0.42244255542755127,0.45658358931541443,-0.015638701617717743,0.4457361698150635,0.49083811044692993,-0.007213798351585865,0.4702951908111572,0.4884885251522064,-0.00290445308201015,0.4753398001194,0.4911206364631653,-0.030702438205480576,0.4232204258441925,0.5262994170188904,-0.020136157050728798,0.44679325819015503,0.5551543235778809,-0.007795293815433979,0.4740344285964966,0.5557074546813965,-0.0038691784720867872,0.4702151417732239,0.576662540435791,-0.036099862307310104,0.42806994915008545,0.5975872874259949,-0.02359018102288246,0.452311635017395,0.6236722469329834,-0.008048503659665585,0.47835513949394226,0.6272178292274475,-0.003931852523237467,0.46980053186416626,0.6617008447647095,-0.04032805189490318,0.4371597170829773,0.6632292866706848,-0.030115623027086258,0.4626060724258423,0.684700071811676,-0.014576902613043785,0.48493632674217224,0.692041277885437,-0.005268700420856476
7,user_02,takeoff,80.7906,0.6067796945571899,0.6488886475563049,-1.667668101390518e-07,0.5841977596282959,0.524336576461792,0.01293624471873045,0.5487411618232727,0.4139023423194885,0.0074472930282354355,0.522598147392273,0.31867116689682007,0.00019077755860053003,0.5284053087234497,0.23911476135253906,-0.008920345455408096,0.4796121120452881,0.4173423647880554,-0.02036445215344429,0.41758787631988525,0.45483431220054626,-0.012370003387331963,0.4412030577659607,0.48588114976882935,-0.0020047707948833704,0.4650839567184448,0.4825686812400818,0.0030762669630348682,0.46618565917015076,0.4944857358932495,-0.030108077451586723,0.4164671301841736,0.5250481367111206,-0.017226332798600197,0.4405250549316406,0.5518323183059692,-0.004133607726544142,0.4675896465778351,0.5527768135070801,-4.892455763183534e-05,0.46041372418403625,0.5815860033035278,-0.03509090095758438,0.4207644462585449,0.6004584431648254,-0.019278373569250107,0.4456599950790405,0.6232487559318542,-0.0033982323948293924,0.4718528985977173,0.6261356472969055,-1.9858160158037208e-05,0.46019917726516724,0.6673811078071594,-0.03897453099489212,0.4323995113372803,0.6677581667900085,-0.026190172880887985,0.45853424072265625,0.6851502656936646,-0.010516338981688023,0.4805910885334015,0.6904325485229492,-0.0017258016159757972
8,user_02,takeoff,80.8871,0.602465808391571,0.6535820960998535,-1.5709501610672305e-07,0.581161379814148,0.5274433493614197,0.010773899964988232,0.5443848371505737,0.41703760623931885,0.0060505042783916,0.518058180809021,0.3222450017929077,-0.0003297655493952334,0.5230401754379272,0.2438451647758484,-0.008525422774255276,0.4725794494152069,0.42031100392341614,-0.016247307881712914,0.41420111060142517,0.46115022897720337,-0.010465985164046288,0.4367534816265106,0.48985755443573,-0.004193155560642481,0.4605501592159271,0.4866096079349518,-0.001627731486223638,0.45834943652153015,0.4977419674396515,-0.024856815114617348,0.41132545471191406,0.5289798378944397,-0.013756528496742249,0.43481311202049255,0.5548048615455627,-0.004026801325380802,0.46178311109542847,0.5552310347557068,-0.0014958253595978022,0.45248520374298096,0.5842446684837341,-0.029367228969931602,0.41568589210510254,0.6038157939910889,-0.01582575961947441,0.4394190013408661,0.6256104707717896,-0.002798111643642187,0.4652491509914398,0.6275399327278137,-0.00013644361752085388,0.45264187455177307,0.6691527962684631,-0.03306480497121811,0.4277435541152954,0.6697497367858887,-0.02199314720928669,0.4539256989955902,0.6855270266532898,-0.00775881577283144,0.4762950539588928,0.6891058087348938,0.0008770374697633088
9,user_02,takeoff,80.9574,0.5999125838279724,0.6542471647262573,-1.4485036103906168e-07,0.5802239775657654,0.5286352634429932,0.010115676559507847,0.5430276989936829,0.4187801778316498,0.005869213957339525,0.5163367390632629,0.3241184651851654,-2.39808523474494e-05,0.5206168293952942,0.2464061975479126,-0.007638147566467524,0.4693089425563812,0.4212871193885803,-0.013563255779445171,0.411810040473938,0.4620785117149353,-0.0077909259125590324,0.433808833360672,0.4911784529685974,-0.0024033186491578817,0.4580371081829071,0.48911601305007935,-0.00026189061463810503,0.45445600152015686,0.4989347755908966,-0.021414076909422874,0.4089962840080261,0.5315203666687012,-0.009978367015719414,0.432598352432251,0.5570372939109802,-0.0011050142347812653,0.4598287045955658,0.5569065809249878,0.00108133046887815,0.4482077360153198,0.5857495069503784,-0.02542939968407154,0.413528710603714,0.6056289076805115,-0.011837223544716835,0.437283456325531,0.626958429813385,3.535555879352614e-05,0.463240385055542,0.6286760568618774,0.0022287715692073107,0.4481765031814575,0.6703031659126282,-0.028732767328619957,0.42673879861831665,0.6709630489349365,-0.017569534480571747,0.45313945412635803,0.6864647269248962,-0.004159671254456043,0.47544950246810913,0.6896373629570007,0.004097393248230219
